Type	ID	Name	Caption	Modified	Version List	Date	Time	Compiled	Locked	Locked By
8	9376	Analysis Report Sale	Analysis Report Sale	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9377	Analysis Report Inventory	Analysis Report Inventory	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9401	VAT Amount Lines	VAT Amount Lines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9500	Debugger	Debugger	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9502	Debugger Callstack FactBox	Debugger Callstack FactBox	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9503	Debugger Watch Value FactBox	Debugger Watch Value FactBox	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9504	Debugger Code Viewer	Debugger Code Viewer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9505	Debugger Breakpoint List	Debugger Breakpoint List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9506	Session List	Session List	Yes	NAVW17.10	22-01-15	12:13:54	Yes	No	
8	9507	Debugger Breakpoint Condition	Debugger Breakpoint Condition	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9508	Debugger Variable List	Debugger Variable List	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9509	Debugger Break Rules	Debugger Break Rules	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9551	Document Service Config	Online Doc. Storage Config.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9552	Document Service Acc. Pwd.	Document Service Acc. Pwd.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9600	XML Schemas	XML Schemas	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
8	9610	SEPA Schema Viewer	SEPA Schema Viewer	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
8	9611	XML Schema Restrictions Part	XML Schema Restrictions Part	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
8	9800	Users	Users	Yes	NAVW17.10	18-09-15	10:49:21	Yes	No	
8	9801	User Subform	User Permission Sets	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9802	Permission Sets	Permission Sets	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9803	Permissions	Permissions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9804	All Permission	All Permission	No	NAVW17.10.00.36035	21-01-14	12:00:00	Yes	No	
8	9805	Table Filter	Table Filter	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9806	Fields Lookup	Fields Lookup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9807	User Card	User Card	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9808	User Permission Sets	User Permission Sets	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9809	Change Password	Change Password	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9810	Set Password	Set Password	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9811	User ACS Setup	User ACS Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9812	Set Web Service Access Key	Set Web Service Access Key	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9813	Devices	Devices	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9814	Device Card	Device Card	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
8	9815	Std. Password Dialog	Set Password	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9820	Control Add-ins	Control Add-ins	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
8	9900	Import Data	Import Data	No	NAVW17.10.00.36897	29-05-14	12:00:00	Yes	No	
8	9901	Export Data	Export Data	No	NAVW17.10.00.36897	29-05-14	12:00:00	Yes	No	
8	13600	OIOUBL Profile List	OIOUBL Profile List	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
8	13601	OIOUBL setup	OIOUBL setup	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
8	13602	OIOUBL Company Info. Setup	OIOUBL Company Info. Setup	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
8	50000	Job Transactions	Job Transactions	Yes		20-11-14	00:47:49	Yes	No	
8	50001	Customer Job Transactions	Customer Job Transactions	Yes		20-11-14	08:50:48	Yes	No	
8	50002	Vendor Job Transactions	Vendor Job Transactions	Yes		20-11-14	08:50:43	Yes	No	
8	50003	Purchase Job Orders	Purchase Job Orders	Yes		20-11-14	08:51:04	Yes	No	
8	50004	Job Turnover	Job Turnover	Yes		14-09-15	21:58:44	Yes	No	
8	50005	Job Turnover Subform	Job Turnover Subform	Yes		11-08-15	19:21:25	Yes	No	
8	50006	Job Task Lines Quick	Job Task Lines Quick	Yes	NAVW17.00	29-12-14	14:28:30	Yes	No	
8	50007	Job Task Analysis FactBox	Job Task Analysis FactBox	Yes		07-08-15	16:51:46	Yes	No	
8	50008	Job Planning Lines Quick	Job Planning Lines	Yes	NAVW17.10.00.36703	29-12-14	15:00:46	Yes	No	
8	50009	Posted Purchase Inv. Subform	Posted Purchase Invoices	Yes	NAVW17.00	31-01-15	13:11:08	Yes	No	
8	50010	Comments FactBox	Comments	Yes		08-02-15	10:09:14	Yes	No	
8	50011	Job Transactions Subform	Sagstransaktioner	Yes	NL1.00	22-09-15	18:44:55	Yes	No	
8	50012	Job Task DB FactBox	Job Task DB FactBox	Yes		25-03-15	23:06:03	Yes	No	
8	50014	Modify Dimension Set Entries	Edit Dimension Set Entries	Yes	NAVW17.00	14-09-15	19:42:21	Yes	No	
8	50016	Job List Accounts	Job List Audit	No	NL1.01	25-10-15	23:02:33	Yes	No	
8	50017	Job Task Lines List	Job Task Lines	Yes	NAVW17.00	14-09-15	19:42:59	Yes	No	
8	50018	Job List Accounts FactBox	Job List Accounts FactBox	Yes	NL1.00	25-10-15	22:38:49	Yes	No	
8	50080	Job Project Director RC	Role Center	Yes	NAVW17.10	14-01-15	19:40:12	Yes	No	
8	50081	Project Director Activities	Activities	Yes	NAVW17.00	14-01-15	19:41:08	Yes	No	
8	50499	DIM Fix Finans + poster Salg	DIM Fix Finans + poster Salg	Yes		07-02-15	14:02:36	Yes	No	
8	50500	DIM Fix Finans + poster Køb	DIM Fix Finans + poster Køb	Yes		07-02-15	14:03:34	Yes	No	
8	50501	DIM Fix Debitorposter	DIM Fix Debitorposter	Yes		07-02-15	12:55:53	Yes	No	
8	50502	DIM Fix Kreditorposter	DIM Fix Kreditorposter	Yes		07-02-15	12:56:40	Yes	No	
8	50503	DIM Fix Jobposter	DIM Fix Jobposter	Yes		07-02-15	14:45:24	Yes	No	
8	50504	DIM Fix Salgsfakhoved	DIM Fix Salgsfakhoved	Yes		07-02-15	12:58:40	Yes	No	
8	50505	DIM Fix Salgsfaklinje	DIM Fix Salgsfaklinje	Yes		07-02-15	12:59:26	Yes	No	
8	50506	DIM Fix Købsfakhoved	DIM Fix Købsfakhoved	Yes		07-02-15	13:00:04	Yes	No	
8	50507	DIM Fix Købsfaklinje	DIM Fix Købsfaklinje	Yes		07-02-15	13:00:48	Yes	No	
8	50508	DIM Fix Debitor.de.post	DIM Fix Debitor.de.post	Yes		07-02-15	13:03:55	Yes	No	
8	50509	DIM Fix Kred.de.post	DIM Fix Kred.de.post	Yes		07-02-15	13:04:18	Yes	No	
8	50510	DIM Fix Bankposter	DIM Fix Bankposter	Yes		07-02-15	13:45:27	Yes	No	
8	50800	Project Document Hist. FactBox	Project Document Hist. FactBox	Yes	Lavet, men ikke i brug endnu. Gemt til evt. senere brug	08-02-15	10:42:00	Yes	No	
8	50900	Job Task Lines Quick2 TEMP	Job Task Lines Quick	Yes	NAVW17.00	18-12-14	16:09:12	Yes	No	
8	50901	Job Task Lines Quick 3 TEMP	Job Task Lines Quick	Yes	NAVW17.00	18-12-14	16:06:02	Yes	No	
8	50903	Job Turnover Subform BACKUP	Job Turnover Subform	Yes		18-12-14	20:43:31	Yes	No	
8	6014350	EFAK Send	e|faktura Send	No	EFAK7.00.00.3.07	09-09-14	15:16:12	Yes	No	
8	6014351	EFAK Vend. Partner List	e|faktura Vend. Partner List	No	EFAK7.00.00.3.04	19-11-13	12:01:13	Yes	No	
8	6014352	EFAK to Send	e|faktura to Send	Yes	EFAK7.00.00.3.05	04-02-15	11:05:10	Yes	No	
8	6014353	EFAK Sent	e|faktura Sent	No	EFAK7.00.00.3.02	13-06-13	12:58:37	Yes	No	
8	6014354	EFAK Log	e|faktura Log	No	EFAK3.01.02.2.33	07-09-12	09:52:04	Yes	No	
8	6014355	EFAK Attached Document List	e|faktura Attached Document List	No	EFAK3.01.02.3.01	30-01-13	14:33:17	Yes	No	
8	6014356	EFAK Setup	e|faktura Setup	No	EFAK7.00.00.3.08	24-11-14	17:22:22	Yes	No	
8	6014357	EFAK Helligdage	e|faktura Holidays	No	EFAK7.00.00.3.00	14-01-13	14:08:30	Yes	No	
8	6014358	EFAK Send Advice	e|faktura Send Advice	No	EFAK3.01.02.2.33	07-09-12	09:54:10	Yes	No	
8	6014359	EFAK Conversion Codes	e|faktura Conv. Codes (Send)	No	EFAK3.01.02.2.33	11-09-12	16:05:08	Yes	No	
8	6014360	EFAK OIOUBL Unit Code List	e|faktura OIOUBL Unit Code List	No	EFAK3.00.01.2.33	07-09-12	09:55:20	Yes	No	
8	6014361	EFAK Country/Currency	e|faktura Country/Currency	No	EFAK7.00.00.3.00	14-01-13	14:13:57	Yes	No	
8	6014362	Unit Code Conversion	DAN=Enhedskode konvertering;ENU=Unit Code Conversion	No	EFAK6.00.10.3.08	25-11-14	12:39:55	Yes	No	
8	6014364	EFAK Receive	e|faktura Receive	No	EFAK7.00.00.3.05	02-07-14	12:18:11	Yes	No	
8	6014365	EFAK Received	e|faktura Received	No	EFAK7.00.00.3.07	08-09-14	16:32:29	Yes	No	
8	6014366	EFAK Received Header	e|faktura Received Header	No	EFAK7.00.00.3.07	14-08-14	14:12:17	Yes	No	
8	6014367	EFAK Received Lines	e|faktura Received Lines	No	EFAK7.00.00.3.05	03-04-14	11:14:25	Yes	No	
8	6014368	EFAK Received Comment	e-faktura Received Comment	No	EFAK3.01.02.2.33	07-09-12	09:58:13	Yes	No	
8	6014369	EFAK Conv. Codes(Receive)	e|faktura Conv. Codes (Receive)	No	EFAK3.01.02.2.33	11-09-12	16:05:59	Yes	No	
8	6014370	EFAK Approved	e|faktura Approved	No	EFAK7.00.00.3.00	15-01-13	14:06:57	Yes	No	
8	6014371	EFAK Receive Advice	e|faktura Receive Advice	No	EFAK3.01.02.2.33	07-09-12	09:58:59	Yes	No	
8	6014372	EFAK OIOUBL Unit Code Conv.	OIOUBL Unit Code Convtion List	No	EFAK3.00.01.2.33	07-09-12	10:00:58	Yes	No	
8	6014373	EFAK Capture Client Addin	Document Capture Client Addin	No	EFAK7.00.00.3.07	14-08-14	14:12:12	Yes	No	
8	6014374	EFAK Cust. Partner Card	e|faktura Cust. Partner Card	No	EFAK6.00.10.3.04	19-11-13	12:10:34	Yes	No	
8	6014375	EFAK Factoring Setup	e|faktura Factoring Setup	No	EFAK3.01.02.2.33	07-09-12	10:01:45	Yes	No	
8	6014376	EFAK Received Fact. Text	e|faktura Received Fact. Text	No	EFAK3.01.02.2.33	07-09-12	10:03:31	Yes	No	
8	6014378	EFAK Gateway Tools	Gateway Tools	No	EFAK7.00.00.3.00	15-01-13	11:27:45	Yes	No	
8	6014379	EFAK Error Code	e|faktura Error Code	No	EFAK3.01.02.2.33	07-09-12	10:05:01	Yes	No	
8	6014380	EFAK Change Log	e|faktura Change Log	No	EFAK3.01.02.3.05	07-09-12	10:05:13	Yes	No	
8	6014381	EFAK Error Log	e|faktura Error Log	No	EFAK3.01.02.2.32	04-06-12	15:25:54	Yes	No	
8	6014382	EFAK Accepted Differences List	e|faktura Accepted Differences List	No	EFAK3.01.02.2.33	07-09-12	10:34:36	Yes	No	
8	6014383	EFAK Conversion List	e|faktura Conversion List	No	EFAK3.01.02.2.33	07-09-12	10:35:12	Yes	No	
8	6014384	EFAK XML version	e|faktura XML Version	No	EFAK7.00.00.3.00	15-01-13	14:27:22	Yes	No	
8	6014385	EFAK Table Information	e|faktura Table Information	No	EFAK3.01.02.2.33	07-09-12	10:05:42	Yes	No	
8	6014386	EFAK Field Information	e|faktura Field Information	No	EFAK3.01.02.2.33	07-09-12	10:05:57	Yes	No	
8	6014389	EFAK Cust. Partner List	e|faktura Cust. Partner List	No	EFAK7.00.00.3.04	19-11-13	12:17:26	Yes	No	
8	6014390	EFAK Conv. Code Receive	e|faktura Conv. Code Receive	No	EFAK7.00.00.3.00	14-01-13	17:14:44	Yes	No	
8	6014391	EFAK Conv. Conv. Send	e|faktura Conv. Conv. Send	No	EFAK7.00.00.3.00	14-01-13	17:15:42	Yes	No	
8	6014392	EFAK Password for Channel	e|faktura Password for Channel	No	EFAK3.01.02.2.33	07-09-12	10:07:29	Yes	No	
8	6014393	EFAK PBS/PI Channel Setup	e|faktura PBS/PI Channel Setup	No	EFAK3.01.02.3.05	18-06-14	12:37:23	Yes	No	
8	6014394	EFAK Receipt Codes/EAN Nos	e|faktura Receipt Codes/EAN Nos	No	EFAK3.01.02.2.33	07-09-12	10:08:35	Yes	No	
8	6014395	EFAK Vend. Partner Card	e|faktura Vend. Partner Card	No	EFAK7.00.00.3.04	19-11-13	12:28:15	Yes	No	
8	6014396	EFAK Stylesheet Setup	e|faktura Stylesheet Setup	No	EFAK3.01.02.2.33	07-09-12	10:09:13	Yes	No	
8	6014397	EFAK Role Center	e|faktura Role Center	No	EFAK7.00.00.3.00	15-01-13	10:44:54	Yes	No	
8	6014398	EFAK Activities	e|faktura Activities	No	EFAK7.00.00.3.00	26-10-12	11:24:21	Yes	No	
8	6016800	Payment Setup	Payment Setup	No	PM7.00.00.2.14.10	13-01-14	14:28:57	Yes	No	
8	6016801	Payment Methods PM	Payment Methods	No	PM7.00.00.2.13	30-10-12	14:14:34	Yes	No	
8	6016802	Payment Method List	Payment Method List	No	PM7.00.00.2.13	30-10-12	14:15:31	Yes	No	
8	6016803	Payment Method Card	Payment Method Card	No	PM7.00.00.2.13	30-10-12	14:17:09	Yes	No	
8	6016804	Bank Bookkeeping Branches	Bank Bookkeeping Branches	No	PM7.00.00.2.13	30-10-12	14:22:27	Yes	No	
8	6016805	Bank Card	Bank Card	No	PM7.00.00.2.14	13-11-13	15:50:34	Yes	No	
8	6016806	Pmt. Meth./Bank Bookk. Central	Pmt. Meth./Bank Bookk. Central	No	PM7.00.00.2.13	30-10-12	14:35:03	Yes	No	
8	6016807	Field Validations	Field Validations	No	PM7.00.00.2.14	04-11-13	10:35:55	Yes	No	
8	6016808	Payment Fields	Payment Fields	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016809	Field Validation Definition	Field Validation - Definition	No	PM7.00.00.2.13	30-10-12	14:42:44	Yes	No	
8	6016810	Vendor Payment Information	Vendor Payment Information	No	PM7.00.00.2.13	30-10-12	14:45:37	Yes	No	
8	6016811	Vendor/Pmt Info. Subform	Vendor/Pmt Info. Subform	No	PM7.00.00.2.13	30-10-12	14:46:43	Yes	No	
8	6016812	Vendor Payment Method Card	Vendor Payment Method Card	No	PM3.01.01.2.00	26-03-03	09:53:46	Yes	No	
8	6016813	Payment Method Groups	Payment Method Groups	No	PM7.00.00.2.12	09-12-09	14:45:47	Yes	No	
8	6016814	Exchange Rate Types	Exchange Rate Types	No	PM7.00.00.2.13	30-10-12	14:48:19	Yes	No	
8	6016815	Exch. Rate Type/Bookk. Central	Exch. Rate Type/Bookkeeping Central	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016816	Cost Types	Cost Types	No	PM7.00.00.2.13	30-10-12	14:48:56	Yes	No	
8	6016817	Cost Type/Bank Bookk. Central	Cost Type/Bank Bookkeeping Central	No	PM3.01.01.2.09	08-09-09	10:08:48	Yes	No	
8	6016818	Purpose	Purpose	No	PM7.00.00.2.13	30-10-12	14:49:34	Yes	No	
8	6016819	Payment Name (Vendor)	Payment Name (Vendor)	No	PM3.01.01.2.09	15-12-09	10:21:37	Yes	No	
8	6016820	Bank Procuration Setup	Bank Procuration Setup	No	PM7.00.00.2.12	03-07-03	14:36:36	Yes	No	
8	6016821	Bank Procuration Groups	Bank Procuration Groups	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016822	Bank Procuration Users	Bank Procuration Users	No	PM7.00.00.2.12	24-03-03	14:41:11	Yes	No	
8	6016823	Alt. Sender (Vendor)	Alt. Sender (Vendor)	No	PM3.01.01.2.00	07-04-03	12:47:04	Yes	No	
8	6016824	Payment Registers	Payment Registers	No	PM7.00.00.2.13	30-10-12	14:58:35	Yes	No	
8	6016825	Additional Notif. (Vendor)	Additional Notification (Vendor)	No	PM3.01.01.2.00	26-03-03	09:55:27	Yes	No	
8	6016826	Payment Definitions	Payment Definitions	No	PM7.00.00.2.14.10	18-11-13	15:08:44	Yes	No	
8	6016827	Manual Advice Definitions	Manual Advice Definitions	No	PM7.00.00.2.14.10	18-11-13	14:37:20	Yes	No	
8	6016828	Manual Advice Definition	Manual Advice Definition	No	PM7.00.00.2.12	26-03-03	10:16:09	Yes	No	
8	6016829	Manual Advice Def. Subform	Manual Advice Def. Subform	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016830	Purch./Payment Information	Purch./Payment Information	No	PM7.00.00.2.13	30-10-12	15:02:40	Yes	No	
8	6016831	Advice Merge Fields	Advice Merge Fields	No	PM7.00.00.2.14.10	18-11-13	14:43:29	Yes	No	
8	6016832	Purch./Payment Advice	Purch./Payment Advice	No	PM3.01.01.2.00	01-04-03	09:50:30	Yes	No	
8	6016833	Banks	Banks	No	PM7.00.00.2.12	20-01-11	13:53:40	Yes	No	
8	6016834	Balancing  Accounts	Balancing  Accounts	No	PM4.00.00.2.02	21-10-04	14:30:19	Yes	No	
8	6016835	Exchange Rate Type List	Exchange Rate Type List	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016836	Bank Fees	Bank Fees	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016837	Cost Type List (PM)	Cost Type List	No	PM7.00.00.2.12	24-03-03	14:41:11	Yes	No	
8	6016838	Payment Error Log	Payment Error Log	No	PM7.00.00.2.13	30-10-12	15:08:55	Yes	No	
8	6016839	Blocked Bank Pmt. Methods	Blocked Bank Pmt. Methods	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016840	Payment Method Fees	Payment Method Fees	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016841	Payment Comment	Payment Comment	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016842	Bank Setup Jnl. Line	Bank Setup Jnl. Line	No	PM7.00.00.2.13	30-10-12	15:13:40	Yes	No	
8	6016843	Bank Setup Status	Bank Setup Status	No	PM7.00.00.2.13	30-10-12	15:16:45	Yes	No	
8	6016844	Bank Advice Definitions	Bank Advice Definitions	No	PM7.00.00.2.14.10	18-11-13	15:04:46	Yes	No	
8	6016845	Customer Application Rules	Customer Application Rules	No	PM3.01.01.2.10	22-11-10	14:12:16	Yes	No	
8	6016846	Purch./Payment Error Log	Purch./Payment Error Log	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
8	6016847	Payment Method Statistics	Payment Method Statistics	No	PM7.00.00.2.13	08-11-12	14:03:15	Yes	No	
8	6016848	Template Field Property	Template Field Property	No	PM3.01.01.2.00	12-05-03	13:34:01	Yes	No	
8	6016849	Payment History	Payment History	No	PM7.00.00.2.13	30-10-12	15:18:40	Yes	No	
8	6016850	Payment Journal PM	Payment Journal PM	No	NAVW13.00,PM7.00.00.2.14.10	06-06-14	11:02:27	Yes	No	
8	6016851	Payment Information	Payment Information	No	PM7.00.00.2.13	31-10-12	13:19:44	Yes	No	
8	6016852	Payment Ledger Entries	Payment Ledger Entries	No	PM7.00.00.2.13	31-10-12	13:37:20	Yes	No	
8	6016853	Payment Name (Purchase)	Payment Name (Purchase)	No	PM3.01.01.2.00	08-04-03	14:51:38	Yes	No	
8	6016854	Alt. Sender (Purchase)	Alt. Sender (Purchase)	No	PM3.01.01.2.00	26-03-03	09:58:06	Yes	No	
8	6016855	Foreign Advice Designations	Foreign Advice Designations	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016856	Add. Notification (Purchase)	Additional Notification (Purchase)	No	PM3.01.01.2.00	06-10-03	10:35:54	Yes	No	
8	6016857	Bank Message (Purchase)	Bank Message (Purchase)	No	PM3.01.01.2.00	06-10-03	10:36:10	Yes	No	
8	6016858	Payment List	Payment List	No	PM7.00.00.2.14	13-03-13	12:13:23	Yes	No	
8	6016859	Payment Name (Payment)	Payment Name (Payment)	No	PM3.01.01.2.00	06-10-03	10:36:31	Yes	No	
8	6016860	Alt. Sender (Payment)	Alt. Sender (Payment)	No	PM3.01.01.2.00	06-10-03	10:37:36	Yes	No	
8	6016861	Bank Holidays	Bank Holidays	No	PM3.01.01.2.09	31-07-09	11:09:20	Yes	No	
8	6016862	Add. Notification (Payment)	Additional Notification (Payment)	No	PM3.01.01.2.00	06-10-03	10:37:48	Yes	No	
8	6016863	Bank Message (Payment)	Bank Message (Payment)	No	PM3.01.01.2.00	06-10-03	10:38:06	Yes	No	
8	6016864	Purpose/Bookkeeping Central	Purpose/Bookkeeping Central	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016865	Purpose List	Purpose List	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016866	Vendor Priorities	Vendor Priorities	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016867	Bank Pmt. Prioritizing	Bank Pmt. Prioritizing	No	PM7.00.00.2.12	08-04-03	13:00:00	Yes	No	
8	6016868	Demodata-wizard PM	Demodata-wizard PM	No	PM7.00.00.2.13	31-10-12	14:00:37	Yes	No	
8	6016869	Bank Pmt. Prioritizing Line	Bank Pmt. Prioritizing Line	No	PM3.01.01.2.00	26-03-03	14:40:19	Yes	No	
8	6016870	Field Validation	Field Validation	No	PM7.00.00.2.13	31-10-12	14:10:16	Yes	No	
8	6016871	Payment Advice	Payment Advice	No	PM7.00.00.2.13	31-10-12	14:11:27	Yes	No	
8	6016872	Payment History Text	Payment History Text	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016873	Payment Method Group Card	Payment Method Group Card	No	PM3.01.01.2.05.05	28-01-08	13:52:10	Yes	No	
8	6016874	Payment Statistics	Payment Statistics	No	PM3.01.01.2.05.05	28-01-08	14:05:56	Yes	No	
8	6016875	Payment Prioritization	Payment Prioritization	No	PM7.00.00.2.14	05-11-13	14:30:16	Yes	No	
8	6016876	Bank Account Statistics (PM)	Bank Account Statistics	No	PM3.01.01.2.05.05	28-01-08	14:06:12	Yes	No	
8	6016877	Banks (Export)	Banks (Export)	No	PM7.00.00.2.12	17-03-11	15:07:12	Yes	No	
8	6016878	Collecting Payments Setup	Collecting Payments Setup	No	PM7.00.00.2.12	19-08-03	13:09:41	Yes	No	
8	6016879	Select Payments	Select Payments	No	PM6.00.10.2.12	10-09-12	14:22:12	Yes	No	
8	6016880	Payment Procuration Entries	Payment Procuration Entries	No	PM7.00.00.2.12	24-03-03	14:41:12	Yes	No	
8	6016881	Possible Bank Procuration User	Possible Bank Procuration User	No	PM7.00.00.2.12	24-03-03	14:41:12	Yes	No	
8	6016882	Manual Advice List	Manual Advice List	No	PM7.00.00.2.13	31-10-12	14:23:08	Yes	No	
8	6016883	Desc. per BB. Central	Descriptions per Bank Bookkeeping Central	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016884	Set Status	Set Status	No	PM6.00.10.2.14.10	01-04-14	08:42:34	Yes	No	
8	6016885	Vendor Bank Name (Payment)	Vendor Bank Name (Payment)	No	PM3.01.01.2.00	06-10-03	10:38:18	Yes	No	
8	6016886	Vendor Bank Name (Purchase)	Vendor Bank Name (Purchase)	No	PM3.01.01.2.00	06-10-03	10:38:34	Yes	No	
8	6016887	Field Formatting Card	Field Formatting Card	No	PM3.01.01.2.05.05	28-01-08	13:52:50	Yes	No	
8	6016888	Field Formatting	Field Formatting	No	PM7.00.00.2.12	26-03-03	10:39:21	Yes	No	
8	6016889	Vendor Payment Groups	Vendor Payment Groups	No	PM7.00.00.2.12	26-03-03	10:39:59	Yes	No	
8	6016890	Purch. Inv./Pmt Information	Purch. Invoice/Payment Information	No	PM7.00.00.2.13	31-10-12	14:25:27	Yes	No	
8	6016891	Purch. Invoice/Payment Advice	Purch. Invoice/Payment Advice	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016892	Payment Name (Purch. Inv.)	Payment Name (Purch. Inv.)	No	PM3.01.01.2.00	26-03-03	10:03:22	Yes	No	
8	6016893	Alt. Sender (Purch. Inv.)	Alt. Sender (Purch. Inv.)	No	PM3.01.01.2.00	26-03-03	10:03:32	Yes	No	
8	6016894	Add. Notif. (Purch. Inv.)	Additional Notification (Purch. Inv.)	No	PM3.01.01.2.00	26-03-03	10:03:53	Yes	No	
8	6016895	Bank Message (Purch. Inv.)	Bank Message (Purch. Inv.)	No	PM3.01.01.2.00	26-03-03	10:04:17	Yes	No	
8	6016896	Vendor Bank Name (Purch. Inv.)	Vendor Bank Name (Purch. Inv.)	No	PM3.01.01.2.00	19-08-03	13:09:41	Yes	No	
8	6016897	Payment Method Scheme	Payment Method Scheme	No	PM7.00.00.2.13	31-10-12	14:28:30	Yes	No	
8	6016898	Payment Suggestion Setup	Payment Suggestion Setup	No	PM3.01.01.2.09	30-07-09	13:48:32	Yes	No	
8	6016899	Vendor Payment Group Card	Vendor Payment Group Card	No	PM3.01.01.2.00	26-03-03	10:41:42	Yes	No	
8	6016900	About Payment Management	About Payment Management	No	PM7.00.00.2.13	31-10-12	15:48:17	Yes	No	
8	6016901	Cash Rcpt. Advice	Cash Rcpt. Advice	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016902	Vendor Payment Group List	Vendor Payment Group List	No	PM7.00.00.2.12	09-12-09	14:47:19	Yes	No	
8	6016903	Pmt. Method/BB. Central List	Pmt. Method/BB. Central List	No	PM3.01.01.2.00	24-03-03	14:41:12	Yes	No	
8	6016904	Customer Acc. Statement List	Customer Acc. Statement List	No	PM7.00.00.2.13	31-10-12	15:50:48	Yes	No	
8	6016905	Issued Acc. Statement Entries	Issued Acc. Statement Entries	No	PM3.01.01.2.00	08-10-03	16:10:50	Yes	No	
8	6016906	Purch. Documents PM	Purch. Documents PM	No	PM7.00.00.2.13	09-11-12	09:36:26	Yes	No	
8	6016907	Field Valid. - Message Trans.	Field Valid. - Message Trans.	No	PM7.00.00.2.12	24-03-03	14:41:12	Yes	No	
8	6016908	Create Fee	Create Fee	No	PM3.01.01.2.03.04	01-03-06	15:12:57	Yes	No	
8	6016909	PM Setup Wizard	PM Setup Wizard	No	PM7.00.00.2.13	01-11-12	14:44:49	Yes	No	
8	6016910	B. B. Branches Subform	B. B. Branches Subform	No	PM7.00.00.2.13	01-11-12	14:43:54	Yes	No	
8	6016911	Bank Acc. Subform	Bank Acc. Subform	No	PM7.00.00.2.13	01-11-12	15:18:16	Yes	No	
8	6016912	Bank Subform	Bank Subform	No	PM7.00.00.2.13	01-11-12	15:18:54	Yes	No	
8	6016913	Bal. Acc. Subform	Bal. Acc. Subform	No	PM3.01.01.2.02	13-11-03	10:03:42	Yes	No	
8	6016914	Pmt. Sugn. Setup Subform	Pmt. Sugn. Setup Subform	No	PM7.00.00.2.13	01-11-12	15:20:02	Yes	No	
8	6016915	Gen. Jnl. Batch Subform	Gen. Jnl. Batch Subform	No	PM7.00.00.2.13	01-11-12	15:23:03	Yes	No	
